start,end,street_name,time
42861322,42826027,26thAvenue,20.04909063492064
42467004,42466923,LewisAvenue,7.060562857142857
476025195,598031819,Brooklyn-QueensExpressway,24.005084135021097
42467004,42466921,Broadway,9.229874540816324
103874285,103872676,3rdStreet,15.483159100000007
42787441,598763938,101stAvenue,15.914544444444445
1858043569,1858043571,CrossBronxExpressway,4.726118888888889
103874290,103872358,3rdStreet,11.393514252873569
766750846,103119189,EuclidAvenue,10.5715
1061531454,42442463,West79thStreet,34.21704841125917
42860206,42860202,WoodhavenBoulevard,12.07002076923077
42517036,42488429,MyrtleAvenue,15.935726889275069
42762627,42739395,BarnesAvenue,21.984770000000005
42517087,42486746,StanhopeStreet,27.206148815789486
42860202,42860194,WoodhavenBoulevard,21.292174400000007
1061531815,42431113,West103rdStreet,30.946228239667622
42466984,42466982,LewisAvenue,18.378151781376523
103137132,103130962,RiverRoad,8.550814666666666
42465236,42521125,BergenStreet,53.49998581765563
42466982,42466980,LewisAvenue,17.808565391705073
42517081,42486735,MyrtleAvenue,14.337181333333335
42861527,42818938,68thAvenue,16.766153999999997
42466980,42466978,LewisAvenue,16.74283603015076
42466978,42466977,LewisAvenue,18.25255839024391
1061531807,42431099,West96thStreet,34.224412875090024
42809899,42846444,94thStreet,7.853334166666666
42466977,42466975,LewisAvenue,20.863752780269056
42861522,42818938,68thAvenue,10.404387000000002
42466975,42466974,LewisAvenue,20.27803074468086
42861342,42824480,26thAvenue,8.080021799999999
42466974,42466972,LewisAvenue,20.20222686486486
42466972,42466971,LewisAvenue,19.70956330882353
42810310,42833525,46thStreet,22.84905
42466971,42466970,LewisAvenue,17.268389448818898
42517070,42486735,MyrtleAvenue,13.2860739039666
42466970,42466967,LewisAvenue,14.659753039215687
42860184,42860179,WoodhavenBoulevard,16.488438958333326
42457788,247223720,65thStreetTransverse,112.87461955564069
42467033,42464930,ClermontAvenue,34.18536932515339
42466967,42466966,LewisAvenue,18.485349236641227
103874202,103874204,17thStreet,6.1281881333333335
42466966,42466965,LewisAvenue,17.412916503067482
42466965,42466962,LewisAvenue,16.886018148148143
42808387,42892898,WoodsideAvenue,11.687862903225806
42910092,42885762,50thAvenue,15.070894166666674
42466962,42466960,LewisAvenue,16.62000994708994
